stage,feature,selected,score,ranking
wrapper_rfe,cat__audio_track_genre_dance,False,,2.0
wrapper_rfe,cat__audio_track_genre_edm,False,,3.0
wrapper_rfe,cat__audio_track_genre_emo,True,,1.0
wrapper_rfe,cat__audio_track_genre_hip-hop,False,,4.0
wrapper_rfe,cat__audio_track_genre_jazz,False,,2.0
wrapper_rfe,cat__audio_track_genre_k-pop,True,,1.0
wrapper_rfe,cat__audio_track_genre_latino,True,,1.0
wrapper_rfe,cat__audio_track_genre_pop,False,,2.0
wrapper_rfe,cat__audio_track_genre_reggaeton,False,,3.0
wrapper_rfe,cat__audio_track_genre_rock-n-roll,True,,1.0
wrapper_rfe,cat__audio_track_genre_rockabilly,True,,1.0
